NAME:,run_5_1.csv,,
EXPERIMENT TIME:,24-05-22 16:02,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,148,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
36.2,-0.82,9.34,4.86
36.25,-0.78,9.02,4.86
36.31,-0.63,9.02,4.98
36.36,-0.63,8.94,4.98
36.41,-0.59,8.94,4.86
36.46,-0.67,9.14,4.75
36.51,-0.67,9.14,4.75
36.56,-0.63,9.22,4.79
36.61,-0.59,9.22,4.71
36.66,-0.31,9.22,4.82
36.71,-0.31,9.22,4.79
36.76,-0.2,9.41,4.86
36.81,-0.24,9.49,4.82
36.87,-0.16,9.26,4.67
36.92,-0.24,8.67,4.67
36.97,-0.98,8.59,4.9
37.02,-1.61,8.43,5.18
37.07,-1.1,9.57,4.82
37.12,-1.14,10.16,4.67
37.17,-1.06,9.45,4.04
37.22,-0.71,8.75,3.26
37.27,-0.04,8.55,2.71
37.33,0.12,9.26,2.67
37.38,-0.63,10.83,2.98
37.43,-0.71,10.47,2.51
37.48,0,9.22,1.96
37.53,0.43,9.14,2.35
37.58,0.82,9.22,3.06
37.63,2.39,14,4.08
37.68,3.49,19.06,7.85
37.73,2.08,15.81,9.73
37.78,0.55,10.55,7.96
37.83,0.2,6.43,5.06
37.89,-0.39,4.86,3.73
37.94,-1.69,2.71,3.06
37.99,-2.9,3.26,3.26
38.04,-1.84,5.45,3.77
38.09,0.51,17.22,6.86
38.14,-3.1,17.81,8.9
38.19,-2.2,15.1,5.14
38.24,1.22,5.49,0.71
38.29,-4.59,-5.53,5.49
38.35,4.71,2.59,-0.86
38.4,2.79,6.04,-1.53
38.45,2.9,13.02,-1.65
38.5,2.24,20.01,5.53
38.55,-4.51,20.01,9.77
38.6,-2.79,8.59,4.82
38.65,-2.04,5.45,2.39
38.7,-5.37,-1.1,3.37
38.75,-2.71,1.02,0.55
38.8,11.18,15.06,-6.32
38.85,-4.51,15.3,4.31
38.91,-2.75,19.69,3.88
38.96,0.16,11.45,3.02
39.01,0.98,5.3,0.82
39.06,7.88,1.61,-5.77
39.11,2.35,3.69,0.82
39.16,6.59,12.71,3.49
39.21,1.73,12.55,9.06
39.26,8.39,17.77,7.77
39.31,2.35,10.98,11.02
39.37,-1.53,7.14,4.51
39.42,-2.67,3.8,3.77
39.47,-3.26,0.75,3.88
39.52,-0.98,5.73,5.18
39.57,-3.1,7.22,7.34
39.72,1.84,9.45,2.86
39.77,3.14,4.67,-0.71
39.82,2.75,5.96,0.9
39.88,2.16,7.18,1.18
39.93,1.49,12.12,3.88
39.98,5.53,20.01,6.79
40.03,-2.47,18.63,9.34
40.08,-0.43,8.71,2.35
40.13,-1.1,3.53,1.41
40.18,-8.36,0.12,-0.27
40.23,-2.67,0.24,1.88
40.28,-3.26,7.49,4.31
40.33,-8.51,19.73,6.98
40.38,-9.45,19.97,7.85
40.44,0.35,12.04,0.12
40.49,-1.69,7.61,0.59
40.54,1.92,1.1,0.75
40.59,0.55,1.96,0.04
40.64,-1.14,5.45,0.78
40.69,-5.14,15.06,3.61
40.74,-2.2,20.01,5.81
40.79,-4.51,16.51,7.41
40.84,-1.57,4.2,2.2
40.9,-0.47,1.18,0.9
40.95,-2.59,1.49,1.96
41,-2.98,5.53,3.61
41.05,-7.57,10.83,6.71
41.1,0.04,20.01,3.92
41.15,-3.61,19.81,6.39
41.2,2.63,10.2,1.8
41.25,2.12,4.24,0.55
41.3,4.28,1.29,-0.82
41.35,1.41,2.55,0.08
41.4,3.1,7.14,-3.77
41.46,-1.18,17.61,1.26
41.51,-0.24,20.01,2.67
41.56,-3.49,14.59,3.88
41.61,-1.8,7.92,2.16
41.66,-2.24,4.08,2.55
41.71,-3.65,-0.51,2.55
41.76,-3.65,7.3,3.49
41.81,-9.18,11.92,6.35
41.86,-1.02,20.01,3.84
41.92,-1.45,19.26,3.3
41.97,1.29,8.87,-0.27
42.02,4.08,7.18,-3.26
42.07,2.9,3.49,-0.71
42.12,1.88,1.18,0.24
42.17,0.82,7.22,2.63
42.22,0.55,17.73,3.73
42.27,-2.2,18.12,8.63
42.32,0.55,9.34,3.69
42.37,1.29,4.16,1.84
42.42,-1.14,3.18,2.08
42.48,-0.94,1.29,2.28
42.53,0.39,7.41,3.18
42.58,-2.94,18.48,7.61
42.63,-4.63,20.01,8.94
42.68,-2,18.32,2.55
42.73,-0.16,6.32,0.27
42.78,-0.9,4.9,-2.35
42.83,2.43,2.59,-1.77
42.88,2.35,5.65,-0.82
42.94,0,10.87,2.31
42.99,3.1,20.01,-2.08
43.04,-2.28,20.01,6.2
43.09,-4,7.14,5.61
43.14,0.2,2.82,1.84
43.19,-5.49,-0.08,3.92
43.24,-3.8,2.94,3.77
43.29,-2.39,11.69,4.35
43.34,2.04,15.22,2.35
43.39,1.29,18.59,2.43
43.44,1.57,12.71,2.35
43.5,1.69,4.16,0.51
43.55,4,3.65,-0.78
43.6,3.73,5.37,1.06
43.65,3.88,11.06,1.77
43.7,3.84,19.97,4.31
43.75,0.39,20.01,8.08
43.8,-1.29,13.38,7.26
43.85,-1.29,5.18,3.49
43.9,-3.37,1.22,3.1
43.96,-3.69,-1.41,3.77
44.01,-2.86,4.75,3.37
44.06,-1.41,16.24,7.88
44.11,-2.2,19.81,6
44.16,3.96,16.28,0.24
44.21,1.14,5.37,1.57
44.26,4.04,1.49,-0.75
44.31,4.98,6.32,-0.67
44.36,1.77,9.65,2.39
44.41,-0.43,15.02,1.02
44.47,-2.28,20.01,4.59
44.52,-7.61,20.01,7.37
44.57,-3.65,8.98,3.49
44.62,-2.51,1.77,2.39
44.67,-2.9,-0.67,3.22
44.72,-3.3,3.22,2.94
44.77,-5.06,7.92,4.12
44.82,-4.16,11.85,4.2
44.87,-0.9,16.59,2.04
44.92,-0.24,12.71,1.26
44.97,0.51,5.53,-0.71
45.03,3.41,4.71,-1.26
45.08,2.79,3.61,-0.94
45.13,2.35,9.69,-1.41
45.18,-0.94,18.67,1.26
45.23,-2.59,20.01,3.49
45.28,-1.65,13.73,2.67
45.33,-2.59,7.37,2.24
45.38,-1.57,2.39,1.45
45.43,-2.82,0.08,3.1
45.49,-3.33,3.92,4.31
45.54,-6.35,12.79,6.35
45.59,-5.73,19.06,5.33
45.64,-1.84,16.67,3.41
45.69,-0.9,7.18,1.65
45.74,0.12,2.9,0.35
45.79,0.67,8.75,-0.51
45.84,2.63,8.47,-0.86
45.89,-0.51,9.73,-1.18
45.94,-2.16,17.93,-1.8
45.99,-9.34,20.01,3.77
46.05,-4.98,14.59,2.75
46.1,-3.92,5.33,2.16
46.15,-2.16,1.14,1.53
46.2,-4.12,0.12,2.55
46.25,-1.73,5.57,2.79
46.3,-3.18,11.92,6.75
46.35,4.35,19.46,5.45
46.4,6.24,15.18,5.77
46.45,4.79,4.75,0.86
46.51,2,3.49,0.51
46.56,3.61,4.9,-1.14
46.61,3.57,6.35,1.57
46.66,2.24,9.41,5.06
46.71,7.14,17.46,5.57
46.76,2,18.24,8.51
46.81,1.88,13.61,6.79
46.86,-0.86,7.26,4.51
46.91,-2.28,1.1,3.14
46.96,-1.73,-0.51,2.71
47.01,-0.86,6.59,5.84
47.07,-3.1,11.77,7.81
47.12,-3.1,17.73,7.73
47.17,0.2,16.28,5.96
47.22,2.31,5.14,1.37
47.27,7.96,6.67,-1.84
47.32,5.33,7.49,-1.1
47.37,4.9,11.26,0.82
47.42,1.33,14.28,3.61
47.47,0.94,20.01,7.53
47.53,-3.3,18.44,10.36
47.58,-1.84,10,5.65
47.63,-2.04,4.59,3.53
47.68,-2.51,0.04,2.43
47.73,-2.59,-0.98,2.43
47.78,-2.31,5.45,3.26
47.83,-3.8,13.77,4.51
47.88,0.2,20.01,2.75
47.93,-0.12,18.59,3.22
47.98,1.37,7.53,1.26
