NAME:,yonirun2.csv
EXPERIMENT TIME:,Tue May 24 16:59:55 GMT+03:00 2022
ACTIVITY TYPE:,Running
COUNT OF ACTUAL STEPS:,74

Time [sec],ACC X,ACC Y,ACC Z
1467.84,-0.43,8.39,0.75
1467.90,0.90,8.39,1.61
1467.95,0.71,9.22,2.12
1468.01,0.75,9.81,1.45
1468.06,-0.08,11.30,1.65
1468.11,-0.43,10.51,2.04
1468.17,-0.90,11.18,2.31
1468.22,0.04,9.38,2.51
1468.28,-1.69,8.36,4.0
1468.33,-0.08,11.61,-1.26
1468.38,2.71,13.77,-2.39
1468.44,2.24,15.49,1.06
1468.49,2.04,16.12,3.22
1468.55,3.77,10.36,3.18
1468.60,2.90,2.94,2.79
1468.65,-0.55,-0.43,2.55
1468.71,2.94,-0.86,-0.67
1468.76,1.53,1.73,3.3
1468.82,-3.02,20.01,1.69
1468.87,0.67,9.77,2.0
1468.92,6.79,17.30,1.41
1468.97,1.26,15.30,3.14
1469.03,-3.61,14.95,-0.16
1469.08,-5.10,12.28,6.94
1469.14,1.22,2.94,0.31
1469.19,-0.51,-3.22,4.35
1469.24,12.91,5.10,-16.51
1469.30,-4.43,16.04,0.04
1469.35,8.90,18.16,-4.55
1469.40,-1.80,16.28,5.1
1469.46,3.61,14.51,1.96
1469.51,2.04,1.80,4.04
1469.56,1.33,-4.51,2.24
1469.62,5.37,0.43,1.69
1469.67,7.77,8.00,0.82
1469.73,-2.79,20.01,-0.12
1469.78,-2.79,7.96,3.02
1469.83,7.41,19.81,2.51
1469.89,-2.12,16.75,1.92
1469.94,-5.02,14.20,-0.35
1470.00,1.65,7.10,2.2
1470.05,-2.55,-0.71,0.82
1470.10,1.61,0.78,-2.71
1470.15,1.88,10.20,0.27
1470.21,1.41,19.10,1.26
1470.26,2.82,16.75,2.31
1470.32,-2.47,19.46,5.45
1470.37,4.47,2.86,4.04
1470.42,-2.16,0.63,0.59
1470.48,7.77,-1.37,0.63
1470.53,1.02,0.27,1.8
1470.58,4.67,20.01,-16.55
1470.64,5.53,0.67,-3.92
1470.69,3.49,19.77,3.22
