NAME:,walk_1_1.csv,,
EXPERIMENT TIME:,25/05/2022 15:44,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS,101,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,1.26,1.92,-7.92
0.041,1.18,1.73,-8.63
0.082,0.08,1.61,-8.75
0.123,-0.43,1.57,-8.87
0.164,-1.73,4.12,-10.67
0.205,-2.79,3.53,-14.51
0.246,-4.43,3.84,-18.36
0.287,-7.34,3.65,-18.4
0.328,-9.89,0.78,-15.42
0.369,-5.88,0.75,-12.24
0.41,-2.2,3.22,-12.2
0.451,0.43,4.51,-12.63
0.492,0.31,2.2,-12.94
0.533,-0.86,0.55,-12.87
0.574,-1.65,1.69,-12.87
0.615,-0.35,0.67,-12.67
0.656,0,0.78,-11.73
0.697,-0.63,1.29,-10.47
0.738,0.27,0.39,-9.34
0.779,0.59,0.2,-7.77
0.82,0.63,2.51,-7.45
0.861,0.31,1.06,-7.73
0.902,-0.08,0.75,-7.45
0.943,1.53,2.82,-9.69
0.984,2.51,3.3,-13.1
1.025,-1.18,3.57,-14.44
1.066,-5.49,6.2,-13.73
1.107,-4.28,5.33,-13.96
1.148,-2.82,2.08,-14.32
1.189,-3.49,2.59,-12
1.23,-0.9,3.45,-11.06
1.271,-1.02,2.04,-9.14
1.312,-0.27,1.26,-8.79
1.353,0.12,1.61,-9.34
1.394,0.12,1.37,-10.16
1.435,-2.2,1.69,-10
1.476,-1.41,2.2,-11.14
1.517,-3.49,2.51,-11.22
1.558,-4.12,3.18,-11.53
1.599,-4.75,2.79,-11.41
1.64,-5.1,3.22,-11.96
1.681,-3.33,2.98,-13.42
1.722,-3.8,3.8,-14.24
1.763,-5.77,3.8,-12.98
1.804,-3.96,1.96,-13.06
1.845,-2.79,2.47,-12.87
1.886,-1.26,3.88,-14.04
1.927,-0.94,3.02,-14.32
1.968,-2.35,2.98,-13.65
2.009,-0.9,2.86,-13.93
2.05,-0.71,2.08,-12.83
2.091,0.75,0.63,-12.2
2.132,0.43,1.77,-10.55
2.173,1.33,0.35,-9.96
2.214,0.63,-0.47,-8.71
2.255,0.59,-0.51,-7.96
2.296,0.86,1.18,-8.12
2.337,1.57,-0.04,-8.04
2.378,1.53,0.86,-8.71
2.419,1.1,4.55,-11.65
2.46,2.28,5.41,-16.08
2.501,0.35,2.12,-16
2.542,-6.9,5.88,-13.85
2.583,-5.84,9.61,-12.36
2.624,-2.43,4.28,-14.4
2.665,-4.63,1.65,-13.14
2.706,-3.18,2.16,-11.26
2.747,-2.9,2.28,-9.92
2.788,-1.14,1.84,-9.73
2.829,-0.08,0.86,-9.49
2.87,-1.53,1.29,-9.57
2.911,-2.98,2.75,-10
2.952,-4.08,2.94,-9.49
2.993,-2.94,3.45,-10.2
3.034,-3.45,4.47,-11.57
3.075,-0.71,4.43,-15.42
3.116,-4.2,3.26,-15.14
3.157,-8.2,3.73,-14.83
3.198,-5.69,0.82,-13.3
3.239,-0.9,2,-12.94
3.28,0.31,2.79,-12.04
3.321,0.67,2.75,-11.61
3.362,0.31,2.28,-11.77
3.403,0,1.84,-12.08
3.444,-1.92,2.08,-11.65
3.485,-1.73,1.18,-11.22
3.526,-1.02,0.2,-10.47
3.567,-0.59,0.39,-9.77
3.608,-0.16,0.47,-9.1
3.649,0.2,0.75,-8.51
3.69,1.1,0.31,-8.94
3.731,1.14,1.14,-9.81
3.772,0.82,2.35,-11.18
3.813,2.43,1.8,-13.57
3.854,-0.08,3.02,-12.94
3.895,-3.06,5.22,-12.59
3.936,-6.08,7.96,-12.28
3.977,-4.98,5.61,-13.1
4.018,-4.04,2.9,-12.47
4.059,-2.43,4.2,-12.12
4.1,-1.53,3.3,-9.69
4.141,-0.78,2.51,-9.49
4.182,-1.22,2,-8.43
4.223,-0.86,2.04,-8.47
4.264,-0.35,2.59,-8.71
4.305,-0.63,2.98,-8.9
4.346,-1.02,2.59,-9.77
4.387,-1.14,2.86,-10.28
4.428,-1.65,3.3,-11.1
4.469,-2.98,4.2,-11.45
4.51,-3.41,3.61,-12.04
4.551,-3.49,3.41,-13.18
4.592,-3.41,3.3,-13.85
4.633,-6.35,2.63,-11.81
4.674,-5.69,2.28,-11.1
4.715,-2.82,2.59,-12.55
4.757,-2.82,4.16,-13.38
4.798,-1.69,2.51,-14.28
4.839,-2.67,2.98,-14
4.88,-2.08,3.06,-13.89
4.921,-1.33,2.16,-13.49
4.962,0.55,1.73,-12.2
5.003,1.02,1.73,-10.87
5.044,1.29,1.18,-9.34
5.085,1.65,0.78,-8.43
5.126,1.22,0.98,-7.57
5.167,0.71,1.57,-7.53
5.208,0.9,1.14,-8.47
5.249,0.08,2.98,-9.38
5.29,1.14,3.88,-12.87
5.331,-0.31,2.08,-15.1
5.372,-5.33,4.04,-13.57
5.413,-5.61,5.88,-12.63
5.454,-2.59,2.35,-12.79
5.495,-2.47,1.61,-12
5.536,-1.77,2.51,-11.22
5.577,-1.61,2.16,-9.77
5.618,-1.06,0.94,-9.22
5.659,-0.86,1.8,-9.77
5.7,-0.86,2.08,-10.98
5.741,-3.1,2.47,-11.18
5.782,-4.31,2.47,-11.41
5.823,-5.33,2.63,-10.47
5.864,-4,3.33,-10.51
5.905,-4.12,3.3,-10.4
5.946,-3.65,3.61,-11.18
5.987,-3.96,3.57,-13.14
6.028,-2.59,3.06,-15.06
6.069,-5.37,3.33,-13.57
6.11,-4.94,2.24,-12.32
6.151,-2.94,2.79,-11.89
6.192,0,2.79,-14.04
6.233,0.12,3.33,-14.36
6.274,-1.77,2.51,-12.87
6.315,-1.33,2.16,-12
6.356,-1.22,1.77,-11.1
6.397,-0.47,0.78,-10.32
6.438,1.26,0.86,-9.92
6.479,1.29,0.75,-8.79
6.52,0.67,0.59,-7.92
6.561,1.02,-0.16,-7.81
6.602,0.16,0.98,-8.39
6.643,0.82,1.37,-9.85
6.684,1.1,2.9,-12.24
6.725,1.14,2.75,-14.83
6.766,-1.65,3.96,-15.42
6.807,-3.77,5.57,-14.67
6.848,-6.43,7.41,-11.81
6.889,-4.04,4.43,-11.22
