NAME:,walk_3_1.csv,,
EXPERIMENT TIME:,23-05-22 21:00,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS,121,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
1.902,-0.56,-0.36,-11.96
1.906,2.22,-1.05,-17.2
1.91,2.76,-3.07,-16.85
1.963,2.58,0.95,-16.41
1.967,4.5,-4.83,-14.9
2.026,2.28,-6.47,-10.97
2.03,1.58,-4.14,-7.21
2.106,0.36,-5.29,-5.32
2.11,-2.84,-7.06,-8.51
2.113,-4.78,-3.02,-11.3
2.164,0.69,-1.48,-10.56
2.168,3.3,0.18,-7.44
2.228,2.2,-0.66,-4.93
2.296,-0.05,-0.97,-3.89
2.363,-2.53,-2.07,-4.27
2.366,-2.05,0.82,-13.47
2.37,-5.11,-1.81,-11.78
2.43,-7.54,-1.94,-12.07
2.434,-0.77,-0.49,-15.62
2.497,2.51,-7.59,-14.11
2.501,3.17,-5.75,-8.84
2.564,5.73,-3.86,-11.71
2.568,5.65,-4.86,-15.31
2.572,-0.66,-0.69,-13.75
2.631,-3.91,-0.77,-10.48
2.635,-2.58,-1.94,-6.26
2.7,-0.49,-0.69,-3.71
2.766,0.43,-0.49,-1.05
2.77,0.18,-1.71,-0.1
2.832,-1.07,-1.76,-2.17
2.9,0.46,-0.82,-10.38
2.903,2.66,-1.15,-20.19
2.907,5.16,-7.69,-14.62
2.966,2.07,-8.15,-10.23
2.97,0.03,-5.16,-6.49
3.033,-1.02,-6.52,-5.24
3.037,-1.92,-7.08,-9.36
3.099,-4.58,-3.48,-11.68
3.103,1.38,-1.15,-9.3
3.107,3.99,-0.28,-6.85
3.169,1.81,-0.84,-4.29
3.173,-0.31,-2.25,-4.01
3.234,-1.53,-1.74,-4.24
3.238,-2.12,-1.41,-7.08
3.301,-1.69,0.77,-11.68
3.305,-1.87,1.33,-13.68
3.368,-6.47,-1.71,-11.27
3.372,-11.5,-2.25,-10.97
3.376,-1.81,-2.53,-17.61
3.437,2.05,-7.29,-13.73
3.542,1.66,-3.78,-14.75
3.552,-1.84,0.56,-13.14
3.604,-3.25,-0.89,-9.28
3.608,-1.43,-1.56,-5.21
3.611,-0.1,-1.15,-2.91
3.669,0.33,-1.07,-1.02
3.673,-0.23,-1.53,-0.26
3.737,-0.79,0.18,-4.47
3.741,1.18,1.2,-16
3.803,3.55,-2.99,-19.22
3.807,2.89,0.72,-15.16
3.811,1.97,0.15,-14.98
3.869,1.53,-6.21,-13.37
3.873,2.02,-5.96,-9.1
3.937,0.46,-5.16,-6.14
