NAME:,walk_5_1.csv,,
EXPERIMENT TIME:,24/05/2022 19:15,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS,96,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
1147.77,-8.87,3.18,2.12
1147.81,-8.71,3.3,2.08
1147.85,-9.02,3.1,2.2
1147.89,-8.9,3.22,2.12
1147.94,-8.83,3.1,1.88
1147.98,-9.41,2.82,2
1148.02,-9.41,2.47,1.45
1148.06,-9.14,2.47,1.26
1148.1,-9.45,3.49,-0.04
1148.15,-10.87,2.47,-0.71
1148.19,-11.81,2.24,0.39
1148.23,-9.69,3.33,0.78
1148.27,-9.02,2.63,0.04
1148.31,-9.02,1.96,-0.98
1148.36,-9.26,1.69,-1.61
1148.4,-9.92,2.43,-1.49
1148.44,-8.16,2.63,-1.37
1148.48,-8.36,1.61,-2.35
1148.52,-9.41,1.84,-2.86
1148.57,-8.51,1.84,-1.77
1148.61,-9.57,1.37,-1.88
1148.65,-9.02,3.49,-1.92
1148.69,-7.57,4.59,-1.84
1148.73,-16.75,11.1,8.39
1148.78,-15.06,5.1,-1.26
1148.82,1.14,0.71,0.43
1148.86,-7.14,2,5.06
1148.9,-9.92,4.2,6.59
1148.94,-8.16,2.94,2.55
1148.99,-9.49,3.02,2.82
1149.03,-10.04,2.2,2.16
1149.07,-9.14,0.08,1.53
1149.11,-8.75,-0.27,2
1149.15,-9.61,2,2.59
1149.2,-8.47,2.12,1.73
1149.24,-10.59,0.47,2.43
1149.28,-7.73,0.04,1.45
1149.32,-7.92,1.22,4.39
1149.36,-8.87,1.02,4.12
1149.41,-12.91,1.14,2.51
1149.45,-12.16,-2.08,-1.37
1149.49,-15.65,5.02,-3.57
1149.53,-14.55,8.24,9.3
1149.57,-10.94,7.61,11.57
1149.62,-6.08,6.04,5.65
1149.66,-11.89,3.14,0
1149.7,-12.28,0.24,-2.59
1149.74,-4.98,0.71,-0.24
1149.78,-4.71,0.16,-0.16
1149.83,-3.33,2.31,-2.35
1149.87,-5.1,1.06,-3.69
1149.91,-9.34,3.53,-5.57
1149.95,-14.12,3.3,-7.45
1149.99,-5.84,4.35,-2.75
1150.04,-3.18,17.3,6.35
1150.08,-11.85,7.77,-0.71
1150.12,-1.53,1.45,-1.02
1150.16,-11.26,2,7.26
1150.2,-9.53,5.3,6
1150.25,-8.63,2.79,2.9
1150.29,-8,2.94,0.35
1150.33,-9.57,3.3,1.45
1150.37,-8.39,0.35,2.67
1150.41,-6.55,-0.35,4.04
1150.46,-8,3.1,2
1150.5,-9.96,4.04,4.31
1150.54,-7.81,-0.31,3.92
1150.58,-11.96,4.28,4.82
1150.62,-11.77,2.08,2.47
1150.67,-14.2,-0.2,-0.31
1150.71,-11.89,3.26,-3.33
1150.75,-12.98,0.86,7.88
1150.79,-15.14,7.88,9.77
1150.83,-10.28,13.42,9.73
1150.88,-5.77,0.43,3.18
1150.92,-3.45,1.14,0.04
1150.96,-6.47,1.57,0.63
1151,-6.04,2.39,2.67
1151.04,-1.88,4.98,2.31
1151.09,-3.84,3.8,-0.59
1151.13,-12.51,3.84,0.04
1151.17,-20.01,0.78,-1.69
1151.21,-11.1,-1.96,-4.28
1151.25,-3.37,6.98,-1.14
1151.3,-18.48,12.63,14.12
1151.34,-4.04,1.18,3.53
1151.38,-6.98,1.69,5.77
1151.42,-7.37,3.02,5.41
1151.46,-8,4.39,2.51
1151.51,-6.35,0.08,1.06
1151.55,-9.06,0.12,2.51
1151.59,-10.87,1.26,2
1151.63,-11.53,1.53,0.24
1151.67,-8.08,0.43,3.14
1151.71,-10.55,3.22,2.43
1151.76,-8.94,1.61,3.06
1151.8,-11.69,2.43,0.86
1151.84,-15.85,-2.28,-1.33
1151.88,-15.57,-1.65,-4.16
1151.92,-14,2.31,4.2
1151.96,-20.01,6.08,13.77
1152.01,-5.96,8.51,6.83
1152.05,-4.43,0.71,1.8
1152.09,-3.88,0.9,0.35
1152.13,-6.2,0.2,-0.04
1152.17,-4.98,2.24,1.73
1152.22,-1.84,4.59,1.37
1152.26,-6.51,4.51,0.27
1152.3,-12.2,4.9,-2.12
1152.34,-19.38,0.47,-5.1
1152.38,-9.65,1.92,-0.82
1152.43,-3.18,1.26,0.55
1152.47,-20.01,10.32,18.59
1152.51,-4.35,-0.31,1.53
1152.55,-3.92,-0.24,0.94
