NAME:,walk_1_1.csv,,
EXPERIMENT TIME:,24/05/2022 15:38,,
ACTIVITY TYPE:,Walking,,
Count of actual steps:,110,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
410.95,0.51,-3.8,-8.71
411,0.39,-3.77,-8.9
411.05,0.2,-3.45,-8.71
411.1,0.47,-3.49,-8.87
411.15,0.2,-3.57,-9.1
411.2,0.35,-3.45,-9.02
411.25,0.67,-3.84,-8.63
411.3,0.55,-3.45,-8.59
411.36,0.16,-2.55,-8.36
411.41,0.31,-1.8,-8.75
411.46,0.08,-2.12,-9.61
411.51,0.12,-2.08,-9.73
411.56,0.86,-1.92,-9.18
411.61,0.9,-2.59,-8.94
411.66,1.22,-3.02,-9.14
411.71,0.98,-4.28,-9.73
411.76,0.75,-4.59,-9.69
411.82,1.69,-4.63,-9.85
411.87,-0.04,-6,-10.43
411.92,-1.45,-3.96,-8.71
411.97,-1.22,-3.02,-7.57
412.02,-1.29,-3.57,-8.32
412.07,-0.12,-5.22,-8.36
412.12,0.67,-4.94,-6.63
412.17,1.18,-3.77,-5.61
412.22,1.73,-3.61,-5.77
412.27,1.92,-4.04,-7.37
412.33,3.33,-4.28,-10.87
412.38,2.35,-4.82,-14.67
412.43,-2.35,-2.98,-13.85
412.48,0.16,-5.41,-9.96
412.53,-2.31,-5.41,-7.18
412.58,-2,-2.55,-5.77
412.63,-1.06,-2,-5.57
412.68,-0.75,-2.63,-6.08
412.73,0.2,-2.9,-6.67
412.78,0.86,-3.22,-8.24
412.83,-0.12,-4.08,-9.89
412.89,-0.24,-3.92,-10.75
412.94,-1.02,-5.69,-11.38
412.99,-1.29,-5.26,-11.77
413.04,-2.94,-4.98,-10.94
413.09,-1.53,-2.9,-8.47
413.14,-1.22,-3.92,-7.69
413.19,-0.94,-4.2,-7.22
413.24,0.27,-2.67,-6.04
413.29,1.29,-2,-6.2
413.35,1.61,-3.06,-7.49
413.4,1.26,-4.51,-8.9
413.45,1.53,-4.63,-9.89
413.5,0.63,-5.02,-10.12
413.55,0.59,-3.53,-10.43
413.6,-2.35,-4.59,-10.9
413.65,-1.65,-2.28,-9.18
413.7,-0.67,-1.49,-9.06
413.75,-2.82,-2.75,-9.49
413.8,-1.61,-1.88,-7.34
413.86,-1.18,-2,-6.28
413.91,-0.82,-2.9,-6.47
413.96,-0.47,-4.04,-7.26
414.01,0.12,-4.08,-9.26
414.06,-1.1,-7.06,-12
414.11,-1.84,-7.41,-13.34
414.16,-2.67,-4.71,-10.28
414.21,-1.84,-3.22,-8.51
414.26,-0.27,-5.22,-7.81
414.31,0.35,-4.35,-6.94
414.36,0.67,-2.75,-6.24
414.42,1.69,-2,-6.28
414.47,1.73,-3.06,-7.18
414.52,2.67,-2.75,-7.92
414.57,2.16,-2.82,-9.89
414.62,1.73,-4,-11.53
414.67,2.55,-4.35,-12.75
414.72,-0.75,-3.1,-9.45
414.77,0.98,0.04,-8.28
414.82,-0.24,-0.94,-8.12
414.87,-0.27,-2.04,-7.3
414.93,0.2,-1.41,-6.04
414.98,0.43,-1.61,-6.12
415.03,1.8,-1.29,-8.32
415.08,2.08,-2.08,-10.36
415.13,2.28,-3.96,-10.94
415.18,2.31,-4.43,-11.61
415.23,-0.12,-4.2,-11.61
415.28,-0.16,-2.51,-10.04
415.33,0.71,-2.55,-9.22
415.39,0.16,-3.88,-7.26
415.44,0.86,-1.53,-5.65
415.49,1.69,-0.94,-5.49
415.54,2.16,-1.41,-6.39
415.59,2.08,-1.77,-5.53
415.64,2,-1.33,-10.36
415.69,2.12,-1.33,-12.51
415.74,0.24,-3.73,-14
415.79,-1.26,-3.88,-10.08
415.84,1.33,-1.53,-8.32
415.89,-0.04,-2.08,-8.28
415.95,-0.71,-2.63,-6.98
416,0.24,-2.39,-5.69
416.05,0.12,-1.88,-5.69
416.1,0.94,-3.57,-7.37
416.15,0.24,-4.47,-9.73
416.2,0.12,-4.2,-11.89
416.25,-0.98,-3.53,-13.77
416.3,-0.78,-3.73,-13.02
416.35,-0.55,-2.98,-9.61
416.4,-0.31,-2.2,-7.81
416.46,0,-2.16,-7.57
416.51,-0.2,-1.77,-6.28
416.56,0.47,-0.9,-6
416.61,1.14,-0.55,-6.43
416.66,0.9,-0.67,-7.57
416.71,1.14,-1.37,-8.94
416.86,-2.55,-2.98,-13.34
416.92,-0.43,-1.22,-9.69
416.97,0.24,-1.41,-8.24
417.02,-1.06,-2.51,-7.77
417.07,-0.71,-1.69,-6
417.12,-0.35,-1.57,-6
417.17,-0.04,-1.8,-6.16
417.22,0.63,-2.63,-7.96
417.27,0,-5.06,-9.49
417.32,0.55,-5.73,-11.65
417.37,0.63,-6.35,-12.47
417.42,-0.27,-5.37,-10.28
417.48,0.86,-2.94,-9.26
417.53,-0.98,-3.69,-8.83
417.58,0.16,-2.94,-6.43
417.63,1.26,-2.12,-5.22
417.68,1.61,-2.2,-5.3
417.73,1.73,-3.22,-7.57
417.78,1.8,-4.35,-10.12
417.83,1.22,-5.3,-11.65
417.88,1.84,-4.28,-12.87
417.93,-1.33,-5.77,-12.08
417.99,0,-3.18,-8.39
418.04,0.35,-1.61,-7.18
418.09,-1.41,-1.88,-7.41
418.14,-0.9,-2.67,-6.47
418.19,-0.35,-2.94,-5.65
418.24,0.04,-3.41,-5.77
418.29,0.82,-3.61,-6.63
418.34,0.98,-4.94,-9.53
418.39,0.16,-7.45,-13.18
418.45,0.67,-8.24,-13.53
418.5,0.04,-7.37,-10.16
418.55,0.71,-3.8,-8.87
418.6,0.27,-3.14,-7.96
418.65,0.55,-2.79,-6.32
418.7,1.49,-1.88,-5.53
418.75,1.37,-2.28,-6.71
418.8,1.69,-2.28,-7.34
418.85,2.71,-2.71,-8.47
418.9,1.41,-4.98,-11.3
418.95,1.41,-5.84,-12.94
419.01,-0.78,-6.86,-11.61
419.06,0.55,-4.28,-8.04
419.11,0.51,-2.59,-8.12
