NAME:,walk_4_1.csv,,
EXPERIMENT TIME:,25/05/2022 15:50,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS,95,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,0.78,0.63,-10.43
0.041,0.35,0.63,-9.69
0.082,-0.04,0.94,-9.34
0.123,0.51,1.53,-10.55
0.164,0.12,0.98,-11.57
0.205,-1.06,1.61,-12.04
0.246,-1.69,1.96,-11.85
0.287,-1.65,2.59,-11.73
0.328,-1.02,1.77,-11.81
0.369,-0.98,1.33,-11.69
0.41,-0.86,1.84,-11.96
0.451,-0.55,1.61,-12.24
0.492,1.02,1.84,-14.12
0.533,1.84,0.2,-15.93
0.574,-2.55,1.96,-13.34
0.615,-7.45,5.3,-10.4
0.656,5.18,3.49,-9.45
0.697,11.69,-0.94,-12.55
0.738,2.63,-3.92,-11.1
0.779,-5.06,3.06,-7.37
0.82,1.1,6.79,-8.83
0.861,0.86,3.45,-9.1
0.902,0.35,0.2,-9.89
0.943,1.29,-0.63,-10.16
0.984,-0.08,1.33,-9.89
1.025,-0.16,1.69,-9.92
1.066,-0.86,2.31,-9.53
1.107,-0.63,1.33,-9.61
1.148,-0.98,1.88,-10.83
1.189,-1.69,2.9,-13.18
1.23,-1.22,3.61,-15.89
1.271,-2.59,2.9,-16.59
1.312,-6.71,3.18,-14.87
1.353,-4.82,1.92,-13.45
1.394,-1.73,1.8,-12.79
1.435,-1.14,2.47,-11.61
1.476,0.16,1.29,-10.75
1.517,-0.78,2.24,-10.04
1.558,0.43,2.24,-10.36
1.599,0.27,0.86,-10.2
1.64,0.47,0.43,-10.12
1.681,0.31,0.94,-9.89
1.722,0.51,0.98,-10.55
1.763,-0.39,1.26,-10.75
1.804,0.63,0.35,-11.49
1.845,1.33,0.55,-12
1.886,2.67,1.1,-13.73
1.927,3.88,1.1,-15.06
1.968,-2.39,2,-12.04
2.009,-4.55,7.37,-10.94
2.05,4.79,7.18,-14.79
2.091,1.45,-0.35,-12.16
2.132,-1.77,0.82,-9.18
2.173,-1.49,3.18,-8.51
2.214,-1.18,2.51,-7.73
2.255,-0.08,0.31,-8.43
2.296,-0.75,0.24,-10.08
2.337,-1.45,-0.51,-12.04
2.378,-5.18,-0.04,-11.14
2.419,-6.08,0.75,-11.26
2.46,-3.92,2,-12.75
2.502,-3.41,3.02,-14.59
2.543,-2.63,0.98,-16.63
2.584,-8,3.33,-14.08
2.625,-5.33,2.75,-13.69
2.666,-1.92,2.16,-13.38
2.707,-3.06,4.43,-12.32
2.748,-0.78,3.88,-12.55
2.789,-1.41,2.86,-11.65
2.83,0.51,3.69,-12.36
2.871,0.47,2.79,-12.28
2.912,-0.08,1.18,-11.02
2.953,-0.04,0.04,-10.59
2.994,-0.08,1.1,-9.61
3.035,1.53,0.59,-9.61
3.076,2.43,0,-9.69
3.117,2.59,0.67,-10.16
3.158,3.37,0.24,-12.32
3.2,3.88,0,-13.77
3.241,-0.9,1.49,-12.59
3.282,-4.82,4.98,-12.63
3.323,-1.26,8.63,-15.18
3.364,-1.69,0.08,-14.32
3.405,-3.73,2.04,-11.61
3.446,-2.28,3.57,-10.55
3.487,-1.57,1.92,-9.57
3.528,-0.94,0.59,-9.41
3.569,-1.41,0,-9.89
3.61,-2.59,0.63,-9.92
3.651,-4.47,1.02,-9.53
3.692,-5.84,1.37,-9.69
3.733,-2.98,2.28,-12.59
3.774,-3.14,3.14,-16.28
3.815,-2.67,0.82,-16.83
3.856,-9.22,2.51,-14.91
3.897,-2.98,1.53,-15.46
3.938,-0.98,1.8,-14.12
3.979,-0.94,3.37,-13.22
4.02,-1.02,3.53,-12.36
4.061,-1.18,1.88,-11.92
4.102,-0.75,1.92,-11.61
4.143,0.08,1.45,-11.77
4.184,0.59,0.35,-10.94
4.225,0.47,-0.08,-10.47
4.266,0.51,-0.59,-9.45
4.307,0.9,-0.39,-8.9
4.348,1.49,-0.47,-9.06
4.389,2.2,-0.27,-9.81
4.43,2.86,0.82,-12.12
4.471,3.57,0.86,-15.42
4.512,-1.49,2.35,-14.91
4.553,-6.75,5.06,-13.45
